Interactor1	Interactor2	Interaction
Q14031	Q14031	R-HSA-2682390
P08572	P08572	R-HSA-2682390
Q14031	P02462	R-HSA-2682390
P29400	P02462	R-HSA-2682390
Q14031	P08572	R-HSA-2682390
Q14031	P29400	R-HSA-2682390
Q14031	P08572	R-HSA-2682390
P29400	P29400	R-HSA-2682390
P29400	P08572	R-HSA-2682390
P02462	P02462	R-HSA-2682390
Q14031	P29400	R-HSA-2682390
Q14031	Q14031	R-HSA-2682390
Q14031	P02462	R-HSA-2682390
Q14031	P08572	R-HSA-2682390
P29400	P02462	R-HSA-2682390
Q14031	P02462	R-HSA-2682390
P29400	P02462	R-HSA-2682390
P08572	P02462	R-HSA-2682390
P29400	P08572	R-HSA-2682390
P29400	P02462	R-HSA-2682390
P29400	P29400	R-HSA-2682390
P29400	P02462	R-HSA-2682390
Q14031	P29400	R-HSA-2682390
P29400	P02462	R-HSA-2682390
Q14031	P29400	R-HSA-2682390
Q14031	P08572	R-HSA-2682390
P08572	P02462	R-HSA-2682390
P02462	P02462	R-HSA-2682390
P29400	P29400	R-HSA-2682390
P08572	P02462	R-HSA-2682390
P02462	P02462	R-HSA-2682390
Q14031	P29400	R-HSA-2682390
Q14031	P02462	R-HSA-2682390
Q14031	Q14031	R-HSA-2682390
P29400	P02462	R-HSA-2682390
Q14031	Q14031	R-HSA-2682390
Q14031	P02462	R-HSA-2682390
Q14031	P08572	R-HSA-2682390
P08572	P08572	R-HSA-2682390
P08572	P02462	R-HSA-2682390
P29400	P08572	R-HSA-2682390
P29400	P02462	R-HSA-2682390
P29400	P29400	R-HSA-2682390
Q14031	P08572	R-HSA-2682390
P29400	P08572	R-HSA-2682390
Q14031	P02462	R-HSA-2682390
Q14031	P08572	R-HSA-2682390
P08572	P02462	R-HSA-2682390
Q14031	P02462	R-HSA-2682390
P53420	P53420	R-HSA-2682403
P53420	P29400	R-HSA-2682403
P29400	P29400	R-HSA-2682403
P53420	P53420	R-HSA-2682403
Q01955	P53420	R-HSA-2682403
P53420	P29400	R-HSA-2682403
Q01955	P29400	R-HSA-2682403
Q01955	P29400	R-HSA-2682403
Q01955	P29400	R-HSA-2682403
Q01955	Q01955	R-HSA-2682403
Q01955	P53420	R-HSA-2682403
Q01955	Q01955	R-HSA-2682403
Q01955	P29400	R-HSA-2682403
Q01955	P29400	R-HSA-2682403
P53420	P53420	R-HSA-2682403
Q01955	P53420	R-HSA-2682403
P29400	P29400	R-HSA-2682403
Q01955	Q01955	R-HSA-2682403
Q01955	P53420	R-HSA-2682403
P53420	P29400	R-HSA-2682403
P53420	P29400	R-HSA-2682403
Q01955	P53420	R-HSA-2682403
P53420	P29400	R-HSA-2682403
Q01955	P29400	R-HSA-2682403
P53420	P29400	R-HSA-2682403
Q01955	P53420	R-HSA-2682403
P53420	P53420	R-HSA-2682403
Q01955	P29400	R-HSA-2682403
P29400	P29400	R-HSA-2682403
Q01955	P53420	R-HSA-2682403
P53420	P29400	R-HSA-2682403
Q01955	Q01955	R-HSA-2682403
P29400	P29400	R-HSA-2682403
Q01955	P53420	R-HSA-2682403
P53420	P29400	R-HSA-2682403
Q01955	P29400	R-HSA-2682403
Q01955	Q01955	R-HSA-2682403
P53420	P53420	R-HSA-2682403
Q01955	P53420	R-HSA-2682403
Q01955	P29400	R-HSA-2682403
P53420	P29400	R-HSA-2682403
P29400	P29400	R-HSA-2682403
Q01955	Q01955	R-HSA-2682403
P53420	P53420	R-HSA-2682403
P29400	P29400	R-HSA-2682403
Q9Y4K3	Q9Y4K3	R-HSA-2685708
P02766	P02766	R-HSA-976929
P04275	P04275	R-HSA-216029
P02647	P02647	R-HSA-976893
R-HSA-976870	R-HSA-976870	R-HSA-976916
P01034	P01034	R-HSA-976935
P02671	P02671	R-HSA-976911
P61626	P61626	R-HSA-976860
P68133	P68133	R-HSA-390576
P68032	P68032	R-HSA-390576
P68032	P68133	R-HSA-390576
16991	O14862	R-HSA-1296424
O14862	O14862	R-HSA-1296424
P60709	P60709	R-HSA-202998
P63261	P60709	R-HSA-202998
P60709	456216	R-HSA-202998
P63261	456216	R-HSA-202998
P63261	P63261	R-HSA-202998
P60709	P60709	R-HSA-994160
30616	P63261	R-HSA-202986
P63261	P60709	R-HSA-202986
P63261	P63261	R-HSA-202986
30616	P60709	R-HSA-202986
P60709	P60709	R-HSA-202986
Q15843	Q15843	R-HSA-9764248
Q15843	Q15843	R-HSA-9764576
P63165	P63165	R-HSA-9762262
P63165	P63165	R-HSA-9762376
P63165	P63165	R-HSA-9762383
P63165	P63165	R-HSA-9761561
P63165	P63165	R-HSA-9762373
P63165	P63165	R-HSA-9762381
P61956	P61956	R-HSA-9834819
Q9BXL7	Q9BXL7	R-HSA-2685669
P52799	P98172	R-HSA-9028348
Q15768	P98172	R-HSA-9028348
Q15768	Q15768	R-HSA-9028348
P98172	P98172	R-HSA-9028348
P52799	Q15768	R-HSA-9028348
P52799	P52799	R-HSA-9028348
P12319	P12319	R-HSA-2685662
P12319	P30273	R-HSA-2685662
P30273	P30273	R-HSA-2685662
Q01362	Q01362	R-HSA-2685662
Q01362	P12319	R-HSA-2685662
Q01362	P30273	R-HSA-2685662
Q13546	Q13546	R-HSA-5218908
Q9Y572	Q9Y572	R-HSA-5218908
Q9Y572	Q13546	R-HSA-5218908
Q9H257	Q9H257	R-HSA-5607622
Q8NB16	Q8NB16	R-HSA-5357857
P34741	P34741	R-HSA-4093309
P61956	P61956	R-HSA-3730624
P55854	P61956	R-HSA-3899294
P55854	P55854	R-HSA-3899294
P61956	P61956	R-HSA-3899294
P55854	P55854	R-HSA-3730615
P15056	P31946	R-HSA-5672710
Q04726	Q9NQB0	R-HSA-8944351
Q04725	Q9NQB0	R-HSA-8944351
Q04724	Q9NQB0	R-HSA-8944351
Q04724	Q9UJU2	R-HSA-8944351
Q04727	Q9NQB0	R-HSA-8944351
Q04726	Q9UJU2	R-HSA-8944351
Q04727	Q9UJU2	R-HSA-8944351
Q04725	Q9UJU2	R-HSA-8944351
Q13547	Q9UJU2	R-HSA-8944365
Q13547	Q04727	R-HSA-8944365
Q13547	Q04725	R-HSA-8944365
Q13547	Q04724	R-HSA-8944365
Q13547	Q04726	R-HSA-8944365
Q13547	Q9NQB0	R-HSA-8944365
29035	P46976	R-HSA-453360
P46976	P46976	R-HSA-453360
O15488	29035	R-HSA-453365
O15488	O15488	R-HSA-453365
P84022	Q09472	R-HSA-9733208
Q09472	P08047	R-HSA-9733208
Q13485	P08047	R-HSA-9733208
P84022	P08047	R-HSA-9733208
Q13485	Q09472	R-HSA-9733208
30616	P62736	R-HSA-9917582
30616	P63267	R-HSA-9917582
A5D6W6	17855	R-HSA-8857661
Q8N6M3	17855	R-HSA-8857661
18420	P04899	R-HSA-170656
58189	P04899	R-HSA-170656
P38405	18420	R-HSA-170656
18420	A8MTJ3	R-HSA-170656
P38405	P04899	R-HSA-170656
18420	P08754	R-HSA-170656
58189	P08754	R-HSA-170656
P38405	A8MTJ3	R-HSA-170656
58189	A8MTJ3	R-HSA-170656
18420	P63096	R-HSA-170656
P38405	P63096	R-HSA-170656
58189	P63096	R-HSA-170656
P38405	P08754	R-HSA-170656
P63096	P38405	R-HSA-170659
P63096	58189	R-HSA-170659
P04899	P38405	R-HSA-170659
P04899	58189	R-HSA-170659
18420	P38405	R-HSA-170659
P08754	P38405	R-HSA-170659
A8MTJ3	58189	R-HSA-170659
37565	P38405	R-HSA-170659
P08754	58189	R-HSA-170659
A8MTJ3	P38405	R-HSA-170659
37565	A8MTJ3	R-HSA-170683
P38405	P08754	R-HSA-170683
P38405	37565	R-HSA-170683
37565	P63096	R-HSA-170683
P38405	A8MTJ3	R-HSA-170683
P38405	P04899	R-HSA-170683
37565	P04899	R-HSA-170683
P38405	P63096	R-HSA-170683
P38405	18420	R-HSA-170683
37565	P08754	R-HSA-170683
R-HSA-9634908	O00327	R-HSA-9634904
R-HSA-9634908	Q8IUM7	R-HSA-9634904
P49005	P35244	R-HSA-6790530
Q9UBT6	P27694	R-HSA-6790530
Q15054	P27694	R-HSA-6790530
P12004	P35244	R-HSA-6790530
P28340	P35244	R-HSA-6790530
Q9UBT6	P35244	R-HSA-6790530
Q9HCU8	P15927	R-HSA-6790530
Q9HCU8	P27694	R-HSA-6790530
Q9UBT6	P15927	R-HSA-6790530
Q9HCU8	P35244	R-HSA-6790530
Q15054	P15927	R-HSA-6790530
P12004	P35244	R-HSA-6790530
P12004	P15927	R-HSA-6790530
Q15054	P35244	R-HSA-6790530
P12004	P27694	R-HSA-6790530
P49005	P27694	R-HSA-6790530
P28340	P27694	R-HSA-6790530
P12004	P27694	R-HSA-6790530
P49005	P15927	R-HSA-6790530
P28340	P15927	R-HSA-6790530
P12004	P15927	R-HSA-6790530
R-ALL-109961	P35244	R-HSA-5690478
R-ALL-109961	Q9HCU8	R-HSA-5690478
R-ALL-109961	P12004	R-HSA-5690478
R-ALL-109961	P15927	R-HSA-5690478
R-ALL-109961	P27694	R-HSA-5690478
R-ALL-109961	P49005	R-HSA-5690478
R-ALL-109961	Q15054	R-HSA-5690478
R-ALL-109961	P28340	R-HSA-5690478
R-ALL-109961	Q9UBT6	R-HSA-5690478
R-ALL-109961	P12004	R-HSA-5690478
R-HSA-110340	P28340	R-HSA-5690470
R-HSA-110340	P12004	R-HSA-5690470
R-HSA-110340	P35244	R-HSA-5690470
R-HSA-110340	P12004	R-HSA-5690470
R-HSA-110340	Q9UBT6	R-HSA-5690470
R-HSA-110340	Q15054	R-HSA-5690470
R-HSA-110340	P27694	R-HSA-5690470
R-HSA-110340	Q9HCU8	R-HSA-5690470
R-HSA-110340	P49005	R-HSA-5690470
R-HSA-110340	P15927	R-HSA-5690470
P23471	P21246	R-HSA-9700012
P23471	P21741	R-HSA-9700012
P23471	P21741	R-HSA-9700009
P23471	P21246	R-HSA-9700009
P21741	P21246	R-HSA-9700009
P23471	P23471	R-HSA-9700009
P21741	P21741	R-HSA-9700009
P21246	P21246	R-HSA-9700009
Q8NB16	Q8NB16	R-HSA-5218909
Q8NB16	Q13546	R-HSA-5218909
Q8NB16	Q9Y572	R-HSA-5218909
Q13546	30616	R-HSA-9687633
Q8NB16	30616	R-HSA-9687633
Q9Y572	Q8NB16	R-HSA-9687633
Q8NB16	Q8NB16	R-HSA-9687633
Q9Y572	30616	R-HSA-9687633
Q13546	Q8NB16	R-HSA-9687633
Q9Y572	Q8NB16	R-HSA-9793487
Q13546	Q8NB16	R-HSA-9793487
Q8NB16	Q9Y572	R-HSA-5218902
Q8NB16	Q13546	R-HSA-5218902
Q8NB16	Q8NB16	R-HSA-5218902
R-HSA-9710319	P04637	R-HSA-9710314
R-HSA-9710319	Q9H3D4	R-HSA-9710314
R-HSA-6800819	P04637	R-HSA-6800835
R-HSA-6800819	Q9H3D4	R-HSA-6800835
Q96KQ4	Q9H3D4	R-HSA-6799788
Q13625	P04637	R-HSA-6799788
Q13625	Q9H3D4	R-HSA-6799788
Q96KQ4	O15350	R-HSA-6799788
Q96KQ4	P04637	R-HSA-6799788
Q13625	O15350	R-HSA-6799788
R-HSA-3700977	Q13625	R-HSA-3700978
R-HSA-3700977	O15350	R-HSA-3700978
R-HSA-3700977	Q96KQ4	R-HSA-3700978
R-HSA-3700977	Q9H3D4	R-HSA-3700978
R-HSA-3700977	P04637	R-HSA-3700978
R-HSA-4331320	Q13625	R-HSA-4331345
R-HSA-4331320	P04637	R-HSA-4331345
R-HSA-4331320	Q96KQ4	R-HSA-4331345
R-HSA-4331320	Q9H3D4	R-HSA-4331345
R-HSA-4331320	O15350	R-HSA-4331345
R-HSA-6799817	O15350	R-HSA-6799810
R-HSA-6799817	Q96KQ4	R-HSA-6799810
R-HSA-6799817	Q9H3D4	R-HSA-6799810
R-HSA-6799817	Q13625	R-HSA-6799810
R-HSA-6799817	P04637	R-HSA-6799810
R-HSA-6799446	P04637	R-HSA-6799461
R-HSA-6799446	O15350	R-HSA-6799461
R-HSA-6799446	Q96KQ4	R-HSA-6799461
R-HSA-6799446	Q9H3D4	R-HSA-6799461
R-HSA-6799446	Q13625	R-HSA-6799461
R-HSA-6798089	Q9H3D4	R-HSA-6798078
R-HSA-6798089	O15350	R-HSA-6798078
R-HSA-6798089	P04637	R-HSA-6798078
Q8WUF5	Q9H3D4	R-HSA-6799745
Q8WUF5	P04637	R-HSA-6799745
Q8WUF5	O15350	R-HSA-6799745
59092	R-HSA-915147	R-HSA-915150
59092	R-HSA-381130	R-HSA-909547
59092	R-HSA-912296	R-HSA-912283
P11473	17823	R-HSA-8963916
Q9BXN2	37671	R-HSA-5607677
Q9BXN2	P43405	R-HSA-5607685
37671	P43405	R-HSA-5607685
P08709	29108	R-HSA-8959612
P04049	P63104	R-HSA-443827
O00231	O00487	R-HSA-9907993
O00231	Q9UNM6	R-HSA-9907993
O00231	O00232	R-HSA-9907993
O00231	P51665	R-HSA-9907993
P51665	O00231	R-HSA-9918360
O00232	O00231	R-HSA-9918360
O00487	O00231	R-HSA-9918360
Q9UNM6	O00231	R-HSA-9918360
P48556	O00231	R-HSA-9908021
P48556	O00487	R-HSA-9908021
P48556	O43242	R-HSA-9908021
P48556	O00232	R-HSA-9908021
P48556	Q15008	R-HSA-9908021
P48556	P60896	R-HSA-9908021
P48556	Q9UNM6	R-HSA-9908021
P48556	P51665	R-HSA-9908021
Q15008	P48556	R-HSA-9918358
O00487	P48556	R-HSA-9918358
O00232	P48556	R-HSA-9918358
P60896	P48556	R-HSA-9918358
P51665	P48556	R-HSA-9918358
O00231	P48556	R-HSA-9918358
Q9UNM6	P48556	R-HSA-9918358
O43242	P48556	R-HSA-9918358
O00232	Q15008	R-HSA-9908012
P51665	P60896	R-HSA-9908012
O00487	O43242	R-HSA-9908012
O00231	Q15008	R-HSA-9908012
P51665	Q15008	R-HSA-9908012
O00487	Q15008	R-HSA-9908012
Q9UNM6	Q15008	R-HSA-9908012
P51665	O43242	R-HSA-9908012
O00231	O43242	R-HSA-9908012
O00232	O43242	R-HSA-9908012
O00231	P60896	R-HSA-9908012
Q9UNM6	O43242	R-HSA-9908012
O00232	P60896	R-HSA-9908012
Q9UNM6	P60896	R-HSA-9908012
O00487	P60896	R-HSA-9908012
O00231	O43242	R-HSA-9918356
P51665	P60896	R-HSA-9918356
Q9UNM6	O43242	R-HSA-9918356
Q9UNM6	P60896	R-HSA-9918356
O00231	Q15008	R-HSA-9918356
O00232	O43242	R-HSA-9918356
O00231	P60896	R-HSA-9918356
O00487	Q15008	R-HSA-9918356
O00232	Q15008	R-HSA-9918356
O00487	P60896	R-HSA-9918356
P51665	Q15008	R-HSA-9918356
O00487	O43242	R-HSA-9918356
Q9UNM6	Q15008	R-HSA-9918356
P51665	O43242	R-HSA-9918356
O00232	P60896	R-HSA-9918356
O43242	Q15008	R-HSA-9908004
O43242	P60896	R-HSA-9908004
Q15008	P60896	R-HSA-9908004
P60896	O43242	R-HSA-9918363
P60896	Q15008	R-HSA-9918363
O43242	Q15008	R-HSA-9918363
P55036	Q15008	R-HSA-9908028
P55036	O00232	R-HSA-9908028
P55036	P48556	R-HSA-9908028
P55036	P51665	R-HSA-9908028
P55036	Q9UNM6	R-HSA-9908028
P55036	O00487	R-HSA-9908028
P55036	O43242	R-HSA-9908028
P55036	O00231	R-HSA-9908028
P55036	P60896	R-HSA-9908028
Q16595	29033	R-HSA-1362402
Q9H1K1	Q9Y697	R-HSA-1362401
Q9HD34	Q9H1K1	R-HSA-1362401
Q9H1K1	Q16595	R-HSA-1362401
Q9H1K1	29033	R-HSA-1362401
Q9HD34	29033	R-HSA-1362401
29033	Q9Y697	R-HSA-1362401
Q9Y697	Q9Y697	R-HSA-1362401
Q9HD34	Q16595	R-HSA-1362401
Q9HD34	Q9Y697	R-HSA-1362401
Q16595	Q9Y697	R-HSA-1362401
Q9H1K1	Q9H1K1	R-HSA-1362401
Q16595	Q16595	R-HSA-1362401
Q9HD34	Q9HD34	R-HSA-1362401
Q16595	29033	R-HSA-1362401
P42224	P42224	R-HSA-8987194
P42224	P42224	R-HSA-8987124
P40763	P40763	R-HSA-8987257
O75914	P15498	R-HSA-5357447
P15498	P63000	R-HSA-5357447
P63000	P63000	R-HSA-5357447
P52735	37565	R-HSA-5357447
Q13153	P15498	R-HSA-5357447
P52735	P15498	R-HSA-5357447
57836	P15498	R-HSA-5357447
57836	P63000	R-HSA-5357447
Q13177	P15498	R-HSA-5357447
O75914	57836	R-HSA-5357447
P15498	Q9UKW4	R-HSA-5357447
O75914	Q9UKW4	R-HSA-5357447
P52735	Q9UKW4	R-HSA-5357447
P52735	P63000	R-HSA-5357447
Q13177	P63000	R-HSA-5357447
57836	P52735	R-HSA-5357447
57836	Q9UKW4	R-HSA-5357447
Q13177	P52735	R-HSA-5357447
Q13153	Q9UKW4	R-HSA-5357447
P15498	P15498	R-HSA-5357447
Q13177	Q9UKW4	R-HSA-5357447
P15498	37565	R-HSA-5357447
Q13153	P52735	R-HSA-5357447
P52735	P52735	R-HSA-5357447
Q13177	37565	R-HSA-5357447
Q9UKW4	P63000	R-HSA-5357447
P63000	37565	R-HSA-5357447
Q13153	57836	R-HSA-5357447
Q13153	P63000	R-HSA-5357447
O75914	P52735	R-HSA-5357447
Q13177	57836	R-HSA-5357447
Q9UKW4	Q9UKW4	R-HSA-5357447
O75914	37565	R-HSA-5357447
Q9UKW4	37565	R-HSA-5357447
O75914	P63000	R-HSA-5357447
Q13153	37565	R-HSA-5357447
76591	Q92731	R-HSA-9038025
76591	P03372	R-HSA-9038025
Q99928	P14867	R-HSA-9612614
Q99928	P28472	R-HSA-9612614
P18505	P18505	R-HSA-9612614
Q99928	P47870	R-HSA-9612614
P18507	P28472	R-HSA-9612614
Q99928	P18505	R-HSA-9612614
P18507	P47870	R-HSA-9612614
P47870	P18505	R-HSA-9612614
P47870	P14867	R-HSA-9612614
P18505	P28472	R-HSA-9612614
P18507	P18505	R-HSA-9612614
P28472	P28472	R-HSA-9612614
P28472	P14867	R-HSA-9612614
P14867	P14867	R-HSA-9612614
P18507	P14867	R-HSA-9612614
P47870	P28472	R-HSA-9612614
P18505	P14867	R-HSA-9612614
P47870	P47870	R-HSA-9612614
P18507	P14867	R-HSA-9612617
P18505	P14867	R-HSA-9612617
P18507	Q9UN88	R-HSA-9612617
P28472	P14867	R-HSA-9612617
P18507	P28472	R-HSA-9612617
Q99928	P14867	R-HSA-9612617
Q99928	P28472	R-HSA-9612617
Q9UN88	P18505	R-HSA-9612617
P47870	P14867	R-HSA-9612617
P18507	P18505	R-HSA-9612617
P18507	P47870	R-HSA-9612617
Q9UN88	P14867	R-HSA-9612617
Q99928	Q9UN88	R-HSA-9612617
Q99928	P18505	R-HSA-9612617
Q99928	P47870	R-HSA-9612617
P14867	P14867	R-HSA-9612617
Q9UN88	P28472	R-HSA-9612617
Q9UN88	P47870	R-HSA-9612617
Q99928	P47870	R-HSA-5357502
P47870	P47870	R-HSA-5357502
P18507	P18505	R-HSA-5357502
P47870	P18505	R-HSA-5357502
P28472	P28472	R-HSA-5357502
P18507	P28472	R-HSA-5357502
P18505	P18505	R-HSA-5357502
P18507	P47870	R-HSA-5357502
Q99928	P28472	R-HSA-5357502
P47870	P28472	R-HSA-5357502
P18505	P28472	R-HSA-5357502
Q99928	P18505	R-HSA-5357502
Q99928	P47870	R-HSA-5340312
Q9UN88	P28472	R-HSA-5340312
Q99928	P28472	R-HSA-5340312
P18507	Q9UN88	R-HSA-5340312
Q99928	P18505	R-HSA-5340312
P18507	P28472	R-HSA-5340312
Q99928	Q9UN88	R-HSA-5340312
P18507	P18505	R-HSA-5340312
P18507	P47870	R-HSA-5340312
Q9UN88	P47870	R-HSA-5340312
Q9UN88	P18505	R-HSA-5340312
P30047	P30793	R-HSA-1474149
P30047	P30047	R-HSA-1474149
P04150	P04150	R-HSA-4341015
R-HSA-5635024	P08151	R-HSA-5635078
R-HSA-5635026	P08151	R-HSA-5635078
R-HSA-5635030	P08151	R-HSA-5635078
P10070	R-HSA-5617393	R-HSA-5635082
P08151	R-HSA-5617393	R-HSA-5635082
P10071	R-HSA-5617393	R-HSA-5635082
R-HSA-5612503	P08151	R-HSA-5635085
R-HSA-5612503	P10071	R-HSA-5635085
R-HSA-5612503	P10070	R-HSA-5635085
P10071	O43791	R-HSA-5635087
P10070	O43791	R-HSA-5635087
P10071	Q13618	R-HSA-5635087
P10070	Q13618	R-HSA-5635087
P10070	P62877	R-HSA-5635087
P10071	P62877	R-HSA-5635087
P09871	P00736	R-HSA-173614
P00736	P00736	R-HSA-173614
P09871	P00736	R-HSA-173614
P09871	P00736	R-HSA-173614
P09871	P00736	R-HSA-173614
P00736	P00736	R-HSA-173614
P09871	P09871	R-HSA-173614
P09871	P09871	R-HSA-173614
P09871	P09871	R-HSA-173614
P00736	P00736	R-HSA-173614
P00736	P00736	R-HSA-173613
P00736	P00736	R-HSA-173613
P09871	P00736	R-HSA-173613
P09871	P09871	R-HSA-173613
P00736	P00736	R-HSA-173613
P09871	P00736	R-HSA-173613
P00736	P09871	R-HSA-8959918
P09871	P09871	R-HSA-8959918
P00736	P00736	R-HSA-8959918
P00736	P00736	R-HSA-8959918
P00736	P09871	R-HSA-8959918
P09871	P05155	R-HSA-8959918
P09871	P09871	R-HSA-8959918
P09871	P09871	R-HSA-8959918
P05155	P00736	R-HSA-8959918
P00736	P09871	R-HSA-8959918
P00736	P00736	R-HSA-8959918
P05155	P00736	R-HSA-8959918
P00736	P09871	R-HSA-8959918
P09871	P05155	R-HSA-8959918
P05155	P05155	R-HSA-8959918
R-HCV-9013887	R-HCV-9013887	R-HSA-168906
O95786	R-ROT-9013911	R-HSA-168906
R-FLU-6790580	R-HCV-9013887	R-HSA-168906
R-HCV-9013887	R-ROT-9013911	R-HSA-168906
O95786	R-FLU-6790580	R-HSA-168906
O95786	30616	R-HSA-168906
R-FLU-6790580	30616	R-HSA-168906
R-FLU-6790580	R-FLU-6790580	R-HSA-168906
R-HCV-9013887	30616	R-HSA-168906
O95786	O95786	R-HSA-168906
O95786	R-HCV-9013887	R-HSA-168906
R-ROT-9013911	30616	R-HSA-168906
R-ROT-9013911	R-ROT-9013911	R-HSA-168906
R-FLU-6790580	R-ROT-9013911	R-HSA-168906
O00451	Q99748	R-HSA-8853818
P56159	O00451	R-HSA-8853818
O00451	Q9GZZ7	R-HSA-8853818
P56159	P56159	R-HSA-8853818
Q9GZZ7	Q5T4W7	R-HSA-8853818
Q5T4W7	Q5T4W7	R-HSA-8853818
Q99748	Q5T4W7	R-HSA-8853818
Q99748	Q99748	R-HSA-8853818
O00451	O00451	R-HSA-8853818
P56159	Q99748	R-HSA-8853818
P39905	P39905	R-HSA-8853818
O60542	O60542	R-HSA-8853818
P56159	P07949	R-HSA-8853818
P39905	O60542	R-HSA-8853818
P07949	P07949	R-HSA-8853818
P56159	O60542	R-HSA-8853818
P07949	Q9GZZ7	R-HSA-8853818
P07949	P39905	R-HSA-8853818
Q9GZZ7	Q9GZZ7	R-HSA-8853818
Q9GZZ7	O60609	R-HSA-8853818
O60542	Q9GZZ7	R-HSA-8853818
P56159	O60609	R-HSA-8853818
P39905	Q9GZZ7	R-HSA-8853818
P56159	Q9GZZ7	R-HSA-8853818
P39905	O60609	R-HSA-8853818
O00451	Q5T4W7	R-HSA-8853818
P07949	Q99748	R-HSA-8853818
Q99748	O60542	R-HSA-8853818
P56159	P39905	R-HSA-8853818
O00451	P39905	R-HSA-8853818
P39905	Q5T4W7	R-HSA-8853818
P07949	O60542	R-HSA-8853818
Q99748	P39905	R-HSA-8853818
O60542	O60609	R-HSA-8853818
Q99748	Q9GZZ7	R-HSA-8853818
P56159	Q5T4W7	R-HSA-8853818
P07949	O60609	R-HSA-8853818
O00451	O60609	R-HSA-8853818
O60542	Q5T4W7	R-HSA-8853818
P07949	Q5T4W7	R-HSA-8853818
O60609	O60609	R-HSA-8853818
O60609	Q5T4W7	R-HSA-8853818
O00451	O60542	R-HSA-8853818
O00451	P07949	R-HSA-8853818
Q99748	O60609	R-HSA-8853818
O00451	Q99748	R-HSA-8854160
P07949	P07949	R-HSA-8854160
P56159	O00451	R-HSA-8854160
Q5T4W7	Q5T4W7	R-HSA-8854160
P56159	P56159	R-HSA-8854160
Q9GZZ7	Q5T4W7	R-HSA-8854160
Q9GZZ7	O60542	R-HSA-8854160
Q9GZZ7	Q9GZZ7	R-HSA-8854160
Q9GZZ7	P56159	R-HSA-8854160
O00451	O60609	R-HSA-8854160
O60609	Q5T4W7	R-HSA-8854160
Q99748	O60609	R-HSA-8854160
P56159	O60609	R-HSA-8854160
O00451	Q5T4W7	R-HSA-8854160
Q9GZZ7	O60609	R-HSA-8854160
O60542	P39905	R-HSA-8854160
Q99748	Q5T4W7	R-HSA-8854160
P07949	O60542	R-HSA-8854160
P07949	Q5T4W7	R-HSA-8854160
P07949	O60609	R-HSA-8854160
P56159	P39905	R-HSA-8854160
O00451	O00451	R-HSA-8854160
Q99748	Q99748	R-HSA-8854160
O60542	O00451	R-HSA-8854160
P07949	P56159	R-HSA-8854160
O60542	Q99748	R-HSA-8854160
P39905	Q5T4W7	R-HSA-8854160
O60542	P56159	R-HSA-8854160
O00451	P39905	R-HSA-8854160
P07949	Q99748	R-HSA-8854160
P39905	O60609	R-HSA-8854160
P07949	O00451	R-HSA-8854160
O60609	O60609	R-HSA-8854160
Q9GZZ7	P39905	R-HSA-8854160
P07949	Q9GZZ7	R-HSA-8854160
O60542	O60542	R-HSA-8854160
O60542	Q5T4W7	R-HSA-8854160
Q9GZZ7	O00451	R-HSA-8854160
P07949	P39905	R-HSA-8854160
P56159	Q5T4W7	R-HSA-8854160
P56159	Q99748	R-HSA-8854160
Q9GZZ7	Q99748	R-HSA-8854160
O60542	O60609	R-HSA-8854160
P39905	P39905	R-HSA-8854160
Q99748	P39905	R-HSA-8854160
Q9UQC2	Q9GZZ7	R-HSA-8855090
Q13480	P29353	R-HSA-8855090
Q13480	Q5T4W7	R-HSA-8855090
Q9UQC2	P07949	R-HSA-8855090
Q9UQC2	O60609	R-HSA-8855090
Q9UQC2	Q5T4W7	R-HSA-8855090
Q13480	P39905	R-HSA-8855090
Q13480	P56159	R-HSA-8855090
Q13480	P62993	R-HSA-8855090
Q9UQC2	Q99748	R-HSA-8855090
Q9UQC2	P39905	R-HSA-8855090
Q13480	Q99748	R-HSA-8855090
Q13480	P07949	R-HSA-8855090
Q9UQC2	P56159	R-HSA-8855090
Q9UQC2	P29353	R-HSA-8855090
Q9UQC2	O00451	R-HSA-8855090
Q13480	Q9GZZ7	R-HSA-8855090
Q13480	O00451	R-HSA-8855090
Q13480	O60542	R-HSA-8855090
Q13480	O60609	R-HSA-8855090
Q9UQC2	O60542	R-HSA-8855090
Q9UQC2	P62993	R-HSA-8855090
O60542	Q9UQC2	R-HSA-8855302
Q99748	Q13480	R-HSA-8855302
O60609	Q9UQC2	R-HSA-8855302
P39905	Q9UQC2	R-HSA-8855302
O60542	Q13480	R-HSA-8855302
P39905	Q13480	R-HSA-8855302
Q9GZZ7	Q9UQC2	R-HSA-8855302
P07949	Q13480	R-HSA-8855302
P62993	Q9UQC2	R-HSA-8855302
O00451	Q13480	R-HSA-8855302
O60609	Q13480	R-HSA-8855302
Q9GZZ7	Q13480	R-HSA-8855302
Q5T4W7	Q13480	R-HSA-8855302
O00451	Q9UQC2	R-HSA-8855302
P62993	Q13480	R-HSA-8855302
P29353	Q13480	R-HSA-8855302
P56159	Q9UQC2	R-HSA-8855302
P07949	Q9UQC2	R-HSA-8855302
P29353	Q9UQC2	R-HSA-8855302
Q99748	Q9UQC2	R-HSA-8855302
P56159	Q13480	R-HSA-8855302
Q5T4W7	Q9UQC2	R-HSA-8855302
Q9GZZ7	Q06124	R-HSA-8855762
