Interactor1	Interactor2	Interaction
P19793	76591	R-HSA-9024326
P55055	67237	R-HSA-9024326
Q9Y618	41633	R-HSA-9024326
O15379	67237	R-HSA-9024326
Q9BZK7	67237	R-HSA-9024326
O15379	76591	R-HSA-9024326
P19793	34310	R-HSA-9024326
Q13133	41633	R-HSA-9024326
O75376	34310	R-HSA-9024326
Q13227	67237	R-HSA-9024326
Q9BZK7	41633	R-HSA-9024326
Q9Y618	67237	R-HSA-9024326
O15379	34310	R-HSA-9024326
P55055	76591	R-HSA-9024326
P28702	76591	R-HSA-9024326
O75376	67237	R-HSA-9024326
Q9Y618	34310	R-HSA-9024326
Q13227	34310	R-HSA-9024326
O15379	41633	R-HSA-9024326
Q13133	76591	R-HSA-9024326
P55055	41633	R-HSA-9024326
R-HSA-5649950	67237	R-HSA-9024326
O60907	67237	R-HSA-9024326
O60907	76591	R-HSA-9024326
P28702	67237	R-HSA-9024326
O60907	34310	R-HSA-9024326
R-HSA-5649950	76591	R-HSA-9024326
34310	R-HSA-9029598	R-HSA-9029517
67237	P19793	R-HSA-9029517
34310	P19793	R-HSA-9029517
67237	Q13133	R-HSA-9029517
67237	P55055	R-HSA-9029517
67237	P28702	R-HSA-9029517
41633	O75376	R-HSA-9029517
41633	R-HSA-9029598	R-HSA-9029517
67237	Q9Y618	R-HSA-9029517
34310	P55055	R-HSA-9029517
67237	R-HSA-9029598	R-HSA-9029517
41633	P55055	R-HSA-9029517
76591	R-HSA-9029598	R-HSA-9029517
41633	Q13133	R-HSA-9029517
67237	O75376	R-HSA-9029517
41633	P19793	R-HSA-9029517
76591	P28702	R-HSA-9029517
76591	P55055	R-HSA-9029517
76591	Q9Y618	R-HSA-9029517
34310	Q13133	R-HSA-9029517
34310	O75376	R-HSA-9029517
76591	O75376	R-HSA-9029517
76591	Q13133	R-HSA-9029517
34310	P28702	R-HSA-9029517
41633	Q9Y618	R-HSA-9029517
34310	Q9Y618	R-HSA-9029517
41633	P28702	R-HSA-9029517
76591	P19793	R-HSA-9029517
P30559	P01178	R-HSA-388503
P03421	P03421	R-HSA-9825422
Q14242	P16109	R-HSA-202724
Q14242	Q96AP7	R-HSA-202724
Q14242	P16581	R-HSA-202724
Q14242	Q14242	R-HSA-202724
Q14242	P14151	R-HSA-202724
Q99571	Q99571	R-HSA-9665515
Q99572	Q99572	R-HSA-9665515
30616	Q99572	R-HSA-9665515
30616	Q99571	R-HSA-9665515
Q99572	Q99571	R-HSA-9665515
456216	P47900	R-HSA-417908
456216	Q9H244	R-HSA-417829
P41231	30616	R-HSA-9860787
Q99572	Q99572	R-HSA-877158
Q99572	30616	R-HSA-877158
Q99572	29103	R-HSA-877187
52288	O00398	R-HSA-417842
30616	Q96G91	R-HSA-417825
Q9BPV8	456216	R-HSA-417843
58885	Q15391	R-HSA-417858
P41231	30616	R-HSA-417927
P41231	46398	R-HSA-417927
46398	P51582	R-HSA-417898
P43657	52288	R-HSA-417890
58223	Q15077	R-HSA-417896
52288	Q99677	R-HSA-417820
Q03692	P07237	R-HSA-2002460
P02452	P07237	R-HSA-2002460
P08123	P07237	R-HSA-2002460
P02461	P07237	R-HSA-2002460
P07237	Q15465	R-HSA-5358336
P01308	P07237	R-HSA-264997
P62136	P04545	R-HSA-9831948
P62140	29105	R-HSA-9831948
P03421	29105	R-HSA-9831948
P03421	P04545	R-HSA-9831948
P36873	29105	R-HSA-9831948
P62136	29105	R-HSA-9831948
P62140	P04545	R-HSA-9831948
P36873	P04545	R-HSA-9831948
Q14693	57739	R-HSA-1483203
Q9BQK8	57739	R-HSA-1483203
Q92539	57739	R-HSA-1483203
P14555	57739	R-HSA-1482679
P0C869	57739	R-HSA-1482656
P47712	57739	R-HSA-1482656
Q9BZM2	57739	R-HSA-1482656
Q86XP0	57739	R-HSA-1482656
P0C869	57739	R-HSA-1482604
Q86XP0	57739	R-HSA-1482604
P47712	57739	R-HSA-1482604
Q9BZM2	57739	R-HSA-1482604
Q9BXP8	P01344	R-HSA-381518
Q9BXP8	P22692	R-HSA-381518
Q9BXP8	P05019	R-HSA-381518
Q13219	P01344	R-HSA-381518
Q13219	P05019	R-HSA-381518
Q13219	P22692	R-HSA-381518
52450	P25105	R-HSA-419351
Q99487	52450	R-HSA-8869206
Q13153	P52799	R-HSA-3928641
Q13153	Q9Y2X7	R-HSA-3928641
Q13153	P98172	R-HSA-3928641
Q13153	37565	R-HSA-3928641
O75914	P12931	R-HSA-3928641
Q13153	P06241	R-HSA-3928641
O75914	37565	R-HSA-3928641
Q13153	P12931	R-HSA-3928641
O75914	Q14155	R-HSA-3928641
O75914	P06241	R-HSA-3928641
Q13153	Q15768	R-HSA-3928641
O75914	Q9Y2X7	R-HSA-3928641
O75914	P63000	R-HSA-3928641
O75914	Q15768	R-HSA-3928641
Q13153	O43639	R-HSA-3928641
Q13153	P63000	R-HSA-3928641
O75914	O43639	R-HSA-3928641
O75914	P98172	R-HSA-3928641
Q13153	Q14155	R-HSA-3928641
O75914	P52799	R-HSA-3928641
O75914	Q14247	R-HSA-442832
Q14247	30616	R-HSA-442832
Q13153	Q14247	R-HSA-442832
Q13177	Q14247	R-HSA-442832
Q13177	37565	R-HSA-5624492
O75914	37565	R-HSA-5624492
Q13177	P01112	R-HSA-5624492
Q13177	P01111	R-HSA-5624492
O75914	P01116	R-HSA-5624492
O75914	P01116	R-HSA-5624492
Q13153	P04049	R-HSA-5624492
P01116	30616	R-HSA-5624492
Q13153	P01112	R-HSA-5624492
Q13177	P01116	R-HSA-5624492
P01111	30616	R-HSA-5624492
Q13177	P01116	R-HSA-5624492
Q13153	P01116	R-HSA-5624492
P01112	30616	R-HSA-5624492
O75914	P01112	R-HSA-5624492
P01116	30616	R-HSA-5624492
P04049	30616	R-HSA-5624492
Q13153	P01116	R-HSA-5624492
Q13177	P04049	R-HSA-5624492
O75914	P01111	R-HSA-5624492
Q13153	37565	R-HSA-5624492
Q13153	P01111	R-HSA-5624492
O75914	P04049	R-HSA-5624492
P63000	30616	R-HSA-3928620
Q13153	30616	R-HSA-3928620
Q15052	Q13153	R-HSA-8964619
Q13153	37565	R-HSA-3928619
Q13153	P63000	R-HSA-3928619
P63000	P63000	R-HSA-3928619
P63000	37565	R-HSA-3928619
Q13177	Q15746	R-HSA-5668984
30616	Q15746	R-HSA-5668984
Q13153	30616	R-HSA-5669250
P21333	30616	R-HSA-5669250
Q13153	P53667	R-HSA-2029460
P53667	30616	R-HSA-2029460
O60237	30616	R-HSA-5668947
Q13153	O60237	R-HSA-5668947
O14974	30616	R-HSA-5668947
Q13153	O14974	R-HSA-5668947
Q13153	P62140	R-HSA-5668947
P62140	30616	R-HSA-5668947
Q13177	P31152	R-HSA-5687086
O75914	P31152	R-HSA-5687086
Q16659	30616	R-HSA-5687086
Q13177	Q16659	R-HSA-5687086
Q13153	P31152	R-HSA-5687086
P31152	30616	R-HSA-5687086
O75914	Q16659	R-HSA-5687086
Q13153	Q16659	R-HSA-5687086
P52735	30616	R-HSA-5357472
Q9UKW4	30616	R-HSA-5357472
O75914	P63000	R-HSA-5357472
O75914	P52735	R-HSA-5357472
O75914	Q9UKW4	R-HSA-5357472
Q13153	P52735	R-HSA-5357472
Q13177	37565	R-HSA-5357472
Q13177	P52735	R-HSA-5357472
Q13177	P15498	R-HSA-5357472
Q13153	P63000	R-HSA-5357472
Q13153	Q13177	R-HSA-5357472
O75914	O75914	R-HSA-5357472
Q13153	Q13153	R-HSA-5357472
Q13153	P15498	R-HSA-5357472
Q13177	30616	R-HSA-5357472
P63000	30616	R-HSA-5357472
Q13177	Q13153	R-HSA-5357472
Q13153	O75914	R-HSA-5357472
O75914	P15498	R-HSA-5357472
Q13153	57836	R-HSA-5357472
Q13153	Q9UKW4	R-HSA-5357472
O75914	Q13177	R-HSA-5357472
Q13177	P63000	R-HSA-5357472
O75914	57836	R-HSA-5357472
Q13153	37565	R-HSA-5357472
O75914	37565	R-HSA-5357472
Q13177	O75914	R-HSA-5357472
Q13177	57836	R-HSA-5357472
O75914	Q13153	R-HSA-5357472
Q13177	Q13177	R-HSA-5357472
P15498	30616	R-HSA-5357472
Q13177	Q9UKW4	R-HSA-5357472
O75914	30616	R-HSA-5357472
Q13153	30616	R-HSA-5357472
Q13153	P35221	R-HSA-5357477
O60716	30616	R-HSA-5357477
O75914	O60716	R-HSA-5357477
P14923	30616	R-HSA-5357477
O75914	P33151	R-HSA-5357477
Q13177	P33151	R-HSA-5357477
Q13153	P33151	R-HSA-5357477
P35221	30616	R-HSA-5357477
Q13153	O60716	R-HSA-5357477
Q13177	O60716	R-HSA-5357477
O75914	P35221	R-HSA-5357477
P33151	30616	R-HSA-5357477
Q13177	P14923	R-HSA-5357477
O75914	P14923	R-HSA-5357477
Q13153	P14923	R-HSA-5357477
Q13177	P35221	R-HSA-5357477
Q15052	P59768	R-HSA-8964605
Q15052	P62873	R-HSA-8964605
Q13153	P62873	R-HSA-8964605
Q13153	P59768	R-HSA-8964605
30616	P15692	R-HSA-5218814
30616	P16333	R-HSA-5218814
30616	P06241	R-HSA-5218814
30616	Q13177	R-HSA-5218814
30616	P35968	R-HSA-5218814
30616	O43639	R-HSA-5218814
30616	P60953	R-HSA-5218814
Q13177	O43639	R-HSA-5218847
Q13177	P06241	R-HSA-5218847
Q13177	P15692	R-HSA-5218847
Q13177	P35968	R-HSA-5218847
Q13177	P16333	R-HSA-5218847
P60660	30616	R-HSA-5668932
P35749	30616	R-HSA-5668932
Q13177	O14950	R-HSA-5668932
Q13177	P35749	R-HSA-5668932
P24844	30616	R-HSA-5668932
P35579	30616	R-HSA-5668932
Q13177	Q7Z406	R-HSA-5668932
P35580	30616	R-HSA-5668932
Q13177	P35579	R-HSA-5668932
O14950	30616	R-HSA-5668932
Q13177	P60660	R-HSA-5668932
Q13177	P24844	R-HSA-5668932
Q13177	P35580	R-HSA-5668932
Q7Z406	30616	R-HSA-5668932
P98172	30616	R-HSA-3928625
Q13153	30616	R-HSA-3928625
Q14155	30616	R-HSA-3928625
P12931	30616	R-HSA-3928625
P52799	30616	R-HSA-3928625
P06241	30616	R-HSA-3928625
O75914	30616	R-HSA-3928625
Q15768	30616	R-HSA-3928625
P63000	30616	R-HSA-3928625
O43639	30616	R-HSA-3928625
Q9Y2X7	30616	R-HSA-3928625
O75914	P19105	R-HSA-3928640
P19105	30616	R-HSA-3928640
Q13153	P19105	R-HSA-3928640
Q07065	P0C7M3	R-HSA-5686301
Q07065	Q8IWL1	R-HSA-5686301
Q07065	Q8IWL2	R-HSA-5686301
P07306	37396	R-HSA-8855711
P07307	37396	R-HSA-8855711
Q9NVE7	61723	R-HSA-9837419
Q6QHF9	17927	R-HSA-141348
Q6QHF9	58101	R-HSA-141351
Q9BXP8	P01344	R-HSA-381537
Q13219	P24593	R-HSA-381537
Q9BXP8	P35858	R-HSA-381537
Q13219	P35858	R-HSA-381537
Q13219	P05019	R-HSA-381537
Q9BXP8	P24593	R-HSA-381537
Q9BXP8	P05019	R-HSA-381537
Q13219	P01344	R-HSA-381537
Q6TCH7	P15056	R-HSA-5674140
Q6TCH7	P04049	R-HSA-5674140
Q6TCH7	P10398	R-HSA-5674140
Q86W56	P09874	R-HSA-5651828
Q9Y6H5	O60260	R-HSA-5658574
57540	Q15796	R-HSA-2187325
57540	Q13485	R-HSA-2187325
57540	P09874	R-HSA-2187325
57540	P84022	R-HSA-2187325
P09874	Q15796	R-HSA-2187330
P09874	P84022	R-HSA-2187330
P09874	Q13485	R-HSA-2187330
57540	R-ALL-5688114	R-HSA-5696655
57540	Q01831	R-HSA-5696655
57540	P09874	R-HSA-5696655
57540	P41208	R-HSA-5696655
57540	Q92466	R-HSA-5696655
57540	P54727	R-HSA-5696655
57540	P62877	R-HSA-5696655
57540	Q13619	R-HSA-5696655
57540	Q13620	R-HSA-5696655
57540	Q16531	R-HSA-5696655
P09874	Q01831	R-HSA-5696664
P09874	P54727	R-HSA-5696664
P09874	R-ALL-5688114	R-HSA-5696664
P09874	Q16531	R-HSA-5696664
P09874	Q92466	R-HSA-5696664
P09874	P41208	R-HSA-5696664
P09874	Q13620	R-HSA-5696664
P09874	Q13619	R-HSA-5696664
P09874	P62877	R-HSA-5696664
P39748	Q99708	R-HSA-5687484
P39748	P49959	R-HSA-5687484
P39748	O60934	R-HSA-5687484
P39748	R-ALL-5687461	R-HSA-5687484
O75417	R-ALL-5687461	R-HSA-5687484
P09874	R-ALL-5687461	R-HSA-5687484
O75417	P49959	R-HSA-5687484
O75417	Q99708	R-HSA-5687484
P09874	O60934	R-HSA-5687484
P09874	P49959	R-HSA-5687484
P09874	Q92878	R-HSA-5687484
O75417	P39748	R-HSA-5687484
O75417	O60934	R-HSA-5687484
P09874	Q99708	R-HSA-5687484
O75417	P09874	R-HSA-5687484
P39748	Q92878	R-HSA-5687484
O75417	Q92878	R-HSA-5687484
P39748	P09874	R-HSA-5687484
P39748	P06746	R-HSA-5649873
P09874	P06746	R-HSA-5649873
P09874	R-HSA-5649881	R-HSA-5649873
P39748	P09874	R-HSA-5649873
P09874	P27695	R-HSA-5649873
P39748	P27695	R-HSA-5649873
P39748	R-HSA-5649881	R-HSA-5649873
57540	R-HSA-5649865	R-HSA-5651723
57540	P39748	R-HSA-5651723
57540	P06746	R-HSA-5651723
57540	P09874	R-HSA-5651723
57540	O60934	R-HSA-5687653
57540	P49959	R-HSA-5687653
57540	Q99708	R-HSA-5687653
57540	P09874	R-HSA-5687653
57540	R-ALL-5687642	R-HSA-5687653
57540	Q92878	R-HSA-5687653
57540	O75417	R-HSA-5687653
57540	P39748	R-HSA-5687653
Q9NVD7	P49023	R-HSA-446322
P12814	Q9HBI1	R-HSA-430308
Q15052	Q9HBI1	R-HSA-432946
Q02962	R-HSA-9830360	R-HSA-9830461
Q02962	R-HSA-9761179	R-HSA-9774496
Q02962	R-HSA-9830375	R-HSA-9831425
Q9BTK6	Q6ZW49	R-HSA-9821395
P61964	Q9BTK6	R-HSA-9821412
O15550	Q9BTK6	R-HSA-9821412
Q15291	Q6ZW49	R-HSA-9821412
Q14686	Q9C005	R-HSA-9821412
Q15291	O15550	R-HSA-9821412
Q8NEZ4	Q9BTK6	R-HSA-9821412
Q9UBL3	O15550	R-HSA-9821412
O15550	Q6ZW49	R-HSA-9821412
Q9C005	O15550	R-HSA-9821412
Q9C005	Q6ZW49	R-HSA-9821412
Q9UBL3	Q6ZW49	R-HSA-9821412
Q9C005	Q9BTK6	R-HSA-9821412
Q14686	Q6ZW49	R-HSA-9821412
Q9UBL3	Q9BTK6	R-HSA-9821412
Q14686	O15550	R-HSA-9821412
Q14686	Q15291	R-HSA-9821412
Q8NEZ4	Q6ZW49	R-HSA-9821412
Q15291	Q9BTK6	R-HSA-9821412
Q14686	P61964	R-HSA-9821412
Q14686	Q9BTK6	R-HSA-9821412
P61964	Q6ZW49	R-HSA-9821412
Q14686	Q9UBL3	R-HSA-9821412
Q14686	Q8NEZ4	R-HSA-9821412
P61964	O15550	R-HSA-9821412
Q8NEZ4	O15550	R-HSA-9821412
Q14686	Q9UBL3	R-HSA-9821410
O15550	Q6ZW49	R-HSA-9821410
P61964	Q6ZW49	R-HSA-9821410
Q14686	Q9BTK6	R-HSA-9821410
Q14686	O14686	R-HSA-9821410
Q15291	Q6ZW49	R-HSA-9821410
P61964	Q9BTK6	R-HSA-9821410
Q9C005	Q6ZW49	R-HSA-9821410
O15550	Q9UBL3	R-HSA-9821410
O14686	Q9BTK6	R-HSA-9821410
O14686	Q6ZW49	R-HSA-9821410
Q15291	Q9BTK6	R-HSA-9821410
Q14686	P61964	R-HSA-9821410
O15550	Q9C005	R-HSA-9821410
Q9UBL3	Q6ZW49	R-HSA-9821410
Q9C005	Q9BTK6	R-HSA-9821410
Q14686	Q6ZW49	R-HSA-9821410
O15550	O14686	R-HSA-9821410
Q9UBL3	Q9BTK6	R-HSA-9821410
O15550	Q9BTK6	R-HSA-9821410
Q14686	Q9C005	R-HSA-9821410
O15550	Q15291	R-HSA-9821410
Q14686	O15550	R-HSA-9821410
Q14686	Q15291	R-HSA-9821410
O15550	P61964	R-HSA-9821410
P12236	P0C0U1	R-HSA-168878
57880	P48739	R-HSA-1483219
Q9NP80	57643	R-HSA-1482816
Q9UP65	57643	R-HSA-1482816
P14555	57643	R-HSA-1482816
Q6P1J6	57643	R-HSA-1602399
Q9UP65	57643	R-HSA-1482827
O14939	57643	R-HSA-1483182
Q13393	57643	R-HSA-1483182
R-HSA-6803386	P57723	R-HSA-6803403
R-HSA-5655855	P49005	R-HSA-5651992
R-HSA-5652133	Q15054	R-HSA-5651992
R-HSA-5656110	P15927	R-HSA-5651992
R-HSA-5653899	P35244	R-HSA-5651992
R-HSA-5653899	P15927	R-HSA-5651992
R-HSA-5656110	P35244	R-HSA-5651992
R-HSA-5652133	P49005	R-HSA-5651992
R-HSA-5655837	P28340	R-HSA-5651992
R-HSA-5655833	Q9HCU8	R-HSA-5651992
R-HSA-5655855	P28340	R-HSA-5651992
R-HSA-5653899	P28340	R-HSA-5651992
R-HSA-5655837	P35244	R-HSA-5651992
R-HSA-5655833	Q15054	R-HSA-5651992
R-HSA-5655855	P35244	R-HSA-5651992
R-HSA-5655833	P27694	R-HSA-5651992
R-HSA-5652133	Q9HCU8	R-HSA-5651992
R-HSA-5655837	P15927	R-HSA-5651992
R-HSA-5656110	P12004	R-HSA-5651992
R-HSA-5655855	P15927	R-HSA-5651992
R-HSA-5655833	P12004	R-HSA-5651992
R-HSA-5653899	P49005	R-HSA-5651992
R-HSA-5655837	P12004	R-HSA-5651992
R-HSA-5653899	Q15054	R-HSA-5651992
R-HSA-5656110	P27694	R-HSA-5651992
R-HSA-5655855	P27694	R-HSA-5651992
R-HSA-5653899	Q9HCU8	R-HSA-5651992
R-HSA-5656125	P27694	R-HSA-5651992
R-HSA-5656125	P12004	R-HSA-5651992
R-HSA-5655837	P27694	R-HSA-5651992
R-HSA-5656125	P35244	R-HSA-5651992
R-HSA-5652133	P12004	R-HSA-5651992
R-HSA-5656125	P28340	R-HSA-5651992
R-HSA-5655855	P12004	R-HSA-5651992
R-HSA-5656110	Q9HCU8	R-HSA-5651992
R-HSA-5652133	P27694	R-HSA-5651992
R-HSA-5656125	P15927	R-HSA-5651992
R-HSA-5652133	P15927	R-HSA-5651992
R-HSA-5655833	P49005	R-HSA-5651992
R-HSA-5653899	P12004	R-HSA-5651992
R-HSA-5656110	P49005	R-HSA-5651992
R-HSA-5652133	P35244	R-HSA-5651992
R-HSA-5656125	Q15054	R-HSA-5651992
R-HSA-5656110	Q15054	R-HSA-5651992
R-HSA-5655837	Q9HCU8	R-HSA-5651992
R-HSA-5656125	Q9HCU8	R-HSA-5651992
R-HSA-5653899	P27694	R-HSA-5651992
R-HSA-5655833	P28340	R-HSA-5651992
R-HSA-5656110	P28340	R-HSA-5651992
R-HSA-5655833	P35244	R-HSA-5651992
R-HSA-5655855	Q9HCU8	R-HSA-5651992
R-HSA-5655837	Q15054	R-HSA-5651992
R-HSA-5652133	P28340	R-HSA-5651992
R-HSA-5655855	Q15054	R-HSA-5651992
R-HSA-5655833	P15927	R-HSA-5651992
R-HSA-5655837	P49005	R-HSA-5651992
R-HSA-5656125	P49005	R-HSA-5651992
Q15054	P27695	R-HSA-110364
P39748	P27695	R-HSA-110364
P28340	P39748	R-HSA-110364
P12004	P06746	R-HSA-110364
P49005	P06746	R-HSA-110364
P27694	P39748	R-HSA-110364
Q9HCU8	R-HSA-5649881	R-HSA-110364
P49005	P27695	R-HSA-110364
P39748	P06746	R-HSA-110364
P12004	P27695	R-HSA-110364
Q15054	P06746	R-HSA-110364
Q15054	R-HSA-5649881	R-HSA-110364
P12004	P39748	R-HSA-110364
P27694	P06746	R-HSA-110364
P15927	R-HSA-5649881	R-HSA-110364
P15927	P39748	R-HSA-110364
Q9HCU8	P06746	R-HSA-110364
P39748	R-HSA-5649881	R-HSA-110364
P28340	P27695	R-HSA-110364
P35244	P39748	R-HSA-110364
P27694	R-HSA-5649881	R-HSA-110364
P35244	P27695	R-HSA-110364
P15927	P27695	R-HSA-110364
P15927	P06746	R-HSA-110364
Q9HCU8	P39748	R-HSA-110364
P28340	R-HSA-5649881	R-HSA-110364
P35244	R-HSA-5649881	R-HSA-110364
P35244	P06746	R-HSA-110364
P49005	P39748	R-HSA-110364
P49005	R-HSA-5649881	R-HSA-110364
P27694	P27695	R-HSA-110364
P28340	P06746	R-HSA-110364
Q15054	P39748	R-HSA-110364
Q9HCU8	P27695	R-HSA-110364
P12004	R-HSA-5649881	R-HSA-110364
P29120	29105	R-HSA-9023196
P29120	P01308	R-HSA-9023196
29108	P01308	R-HSA-9023196
P29120	29108	R-HSA-9023196
P29120	Q9UBU3	R-HSA-422021
29108	Q9UBU3	R-HSA-422021
29108	Q9UBU3	R-HSA-422021
P29120	Q9UBU3	R-HSA-422021
P29120	P09681	R-HSA-400492
29108	P09681	R-HSA-400492
P16519	P01308	R-HSA-9023178
P16519	29105	R-HSA-9023178
P16519	P01308	R-HSA-9023178
P16519	29108	R-HSA-9023178
Q92824	Q8IV16	R-HSA-6784676
Q92824	P06858	R-HSA-6784676
Q92824	24499	R-HSA-6784676
P09958	P06858	R-HSA-6784628
P09958	Q8IV16	R-HSA-6784628
P29122	24499	R-HSA-6784628
P29122	P06858	R-HSA-6784628
P09958	24499	R-HSA-6784628
P29122	Q8IV16	R-HSA-6784628
P01130	Q8NBP7	R-HSA-6784734
R-ALL-9733413	Q8NBP7	R-HSA-9733403
R-ALL-9733378	Q8NBP7	R-HSA-9733403
O95782	P01130	R-HSA-6784735
P63010	Q8NBP7	R-HSA-6784735
O94973	Q8NBP7	R-HSA-6784735
Q00610	Q8NBP7	R-HSA-6784735
O95782	Q8NBP7	R-HSA-6784735
O94973	P01130	R-HSA-6784735
P09496	Q8NBP7	R-HSA-6784735
P09496	P01130	R-HSA-6784735
P53680	Q8NBP7	R-HSA-6784735
P53680	P01130	R-HSA-6784735
Q96CW1	P01130	R-HSA-6784735
Q00610	P01130	R-HSA-6784735
P63010	P01130	R-HSA-6784735
Q96CW1	Q8NBP7	R-HSA-6784735
Q8TCT1	36700	R-HSA-1483159
Q9BQ51	Q15116	R-HSA-388828
Q9NZQ7	Q15116	R-HSA-388828
R-ALL-9679411	Q15116	R-HSA-9679421
R-ALL-9679434	Q15116	R-HSA-9679421
R-ALL-9679471	Q15116	R-HSA-9679421
P16520	P59768	R-HSA-6814418
P62879	P59768	R-HSA-6814418
Q9HAV0	P59768	R-HSA-6814418
P62873	P59768	R-HSA-6814418
Q13371	P59768	R-HSA-6814418
Q14432	58165	R-HSA-9629675
Q13370	58165	R-HSA-9705507
P27815	58165	R-HSA-9708261
P27815	58165	R-HSA-111962
Q08493	58165	R-HSA-111962
Q08499	58165	R-HSA-111962
Q08499	58165	R-HSA-9865748
P35913	16356	R-HSA-4086392
P16499	16356	R-HSA-4086392
P19087	16356	R-HSA-4086392
P18545	16356	R-HSA-4086392
P16499	16356	R-HSA-74059
P11488	16356	R-HSA-74059
P11488	16356	R-HSA-74059
P11488	16356	R-HSA-74059
P11488	16356	R-HSA-74059
P18545	16356	R-HSA-74059
P35913	16356	R-HSA-74059
O43924	Q9NRR6	R-HSA-5624956
O43924	P0DP23	R-HSA-9654525
O43924	P01116	R-HSA-9654525
O43924	29108	R-HSA-9654525
P04085	P10451	R-HSA-382054
P04085	P49746	R-HSA-382054
P01127	P10451	R-HSA-382054
P04085	70974	R-HSA-382054
P01127	P49746	R-HSA-382054
P04085	58388	R-HSA-382054
P04085	P04085	R-HSA-382054
P04085	P35443	R-HSA-382054
P01127	P07996	R-HSA-382054
P01127	P04085	R-HSA-382054
P04085	P07996	R-HSA-382054
P01127	P35442	R-HSA-382054
P01127	70974	R-HSA-382054
P04085	P35442	R-HSA-382054
P01127	P01127	R-HSA-382054
P01127	P35443	R-HSA-382054
P01127	58388	R-HSA-382054
P09958	P04085	R-HSA-186785
P09958	P04085	R-HSA-186785
P09958	P04085	R-HSA-8865276
P09958	P01127	R-HSA-8865276
P09958	P01127	R-HSA-8865275
P16234	R-ALL-9671491	R-HSA-9674427
P16234	R-ALL-9616920	R-HSA-9674427
P16234	R-ALL-9674072	R-HSA-9674427
P16234	R-ALL-9616920	R-HSA-9674427
P16234	R-ALL-9616920	R-HSA-9674427
P16234	R-ALL-9671491	R-HSA-9674427
P16234	R-ALL-9671491	R-HSA-9674427
P16234	R-ALL-9674072	R-HSA-9674427
P16234	R-ALL-9674072	R-HSA-9674427
P16234	R-ALL-9671491	R-HSA-9674427
P16234	R-ALL-9616920	R-HSA-9674427
P16234	R-ALL-9616920	R-HSA-9674427
P16234	R-ALL-9674072	R-HSA-9674427
P16234	R-ALL-9674072	R-HSA-9674427
P16234	R-ALL-9671491	R-HSA-9674427
P16234	R-ALL-9674072	R-HSA-9674427
P16234	R-ALL-9671491	R-HSA-9674427
P16234	R-ALL-9616920	R-HSA-9674427
P16234	R-ALL-9616920	R-HSA-9674093
P04085	R-ALL-9616920	R-HSA-9674093
P16234	R-ALL-9671491	R-HSA-9674093
P04085	R-ALL-9674072	R-HSA-9674093
P04085	R-ALL-9671491	R-HSA-9674093
P04085	R-ALL-9671491	R-HSA-9674093
P04085	R-ALL-9616920	R-HSA-9674093
P01127	R-ALL-9616920	R-HSA-9674093
P01127	R-ALL-9616920	R-HSA-9674093
P01127	R-ALL-9674072	R-HSA-9674093
P01127	R-ALL-9671491	R-HSA-9674093
P01127	R-ALL-9674072	R-HSA-9674093
P01127	R-ALL-9671491	R-HSA-9674093
P04085	R-ALL-9674072	R-HSA-9674093
P16234	R-ALL-9674072	R-HSA-9674093
15361	P10515	R-HSA-9861734
30616	P10515	R-HSA-203946
30616	P09622	R-HSA-203946
30616	O00330	R-HSA-203946
P17252	30616	R-HSA-5218821
P05771	30616	R-HSA-5218821
O15530	P05771	R-HSA-5218821
O15530	Q05513	R-HSA-5218821
Q05513	30616	R-HSA-5218821
O15530	P17252	R-HSA-5218821
O15530	Q05655	R-HSA-5218821
Q05655	30616	R-HSA-5218821
Q16513	30616	R-HSA-9860785
O15530	Q16513	R-HSA-9860785
Q05513	30616	R-HSA-437195
O15530	30616	R-HSA-437195
58456	O15530	R-HSA-2219524
O15530	57836	R-HSA-109701
Q05513	57836	R-HSA-437192
Q05513	O15530	R-HSA-437192
P31749	30616	R-HSA-198270
O15530	30616	R-HSA-198270
30616	P31749	R-HSA-2243942
30616	O15530	R-HSA-2243942
P31751	30616	R-HSA-109702
O15530	P31751	R-HSA-109702
57836	P31751	R-HSA-109702
O15530	57836	R-HSA-109702
P61586	30616	R-HSA-5623667
O15530	30616	R-HSA-5623667
Q16512	30616	R-HSA-5623667
Q16513	30616	R-HSA-5623667
P08134	30616	R-HSA-5623667
P62745	30616	R-HSA-5623667
30616	Q15349	R-HSA-442739
30616	Q15418	R-HSA-442739
58456	P51812	R-HSA-442739
57836	P51812	R-HSA-442739
58456	Q15349	R-HSA-442739
58456	Q15418	R-HSA-442739
57836	Q15349	R-HSA-442739
57836	Q15418	R-HSA-442739
O15530	Q15349	R-HSA-442739
O15530	Q15418	R-HSA-442739
30616	P51812	R-HSA-442739
O15530	P51812	R-HSA-442739
O15530	P18654	R-NUL-9620024
57836	P18654	R-NUL-9620024
58456	P18654	R-NUL-9620024
30616	P18654	R-NUL-9620024
O00141	30616	R-HSA-6795473
57836	O00141	R-HSA-6795473
O15530	O00141	R-HSA-6795473
P14555	57613	R-HSA-1482887
Q9NP80	57613	R-HSA-1482887
Q9UP65	57613	R-HSA-1482892
Q3MJ16	57613	R-HSA-1482828
Q68DD2	57613	R-HSA-1482828
P47712	57613	R-HSA-1482828
Q86XP0	57613	R-HSA-1482828
Q15121	P28482	R-HSA-5675206
